Epi week start date,case count estimate
2013-04-01,0.0
2013-04-08,0.0
2013-04-15,0.0
2013-04-22,0.0
2013-04-29,0.0
2013-05-06,0.0
2013-05-13,0.0
2013-05-20,0.0
2013-05-27,0.0
2013-06-03,0.0
2013-06-10,0.0
2013-06-17,0.0
2013-06-24,0.0
2013-07-01,0.0
2013-07-08,47.0
2013-07-15,0.0
2013-07-22,0.0
2013-07-29,0.0
2013-08-05,0.0
2013-08-12,0.0
2013-08-19,0.0
2013-08-26,0.0
2013-09-02,0.0
2013-09-09,15.0
2013-09-16,0.0
2013-09-23,0.0
2013-09-30,0.0
2013-10-07,106.0
2013-10-14,0.0
2013-10-21,0.0
2013-10-28,0.0
2013-11-04,168.0
2013-11-11,161.0
2013-11-18,27.0
2013-11-25,64.0
2013-12-02,119.0
2013-12-09,58.0
2013-12-16,0.0
2013-12-23,69.0
2013-12-30,31.0
2014-01-06,23.0
2014-01-13,0.0
2014-01-20,0.0
2014-01-27,30.0
2014-02-03,29.0
2014-02-10,38.0
2014-02-17,0.0
2014-02-24,12.0
2014-03-03,37.0
2014-03-10,42.0
2014-03-17,1.0
2014-03-24,6.0
2014-03-31,6.0
2014-04-07,48.0
2014-04-14,47.0
2014-04-21,24.0
2014-04-28,63.0
2014-05-05,11.0
2014-05-12,0.0
2014-05-19,23.0
2014-05-26,22.0
2014-06-02,0.0
2014-06-09,0.0
2014-06-16,77.0
2014-06-23,0.0
2014-06-30,13.0
2014-07-07,165.0
2014-07-14,222.0
2014-07-21,111.0
2014-07-28,8.0
2014-08-04,76.0
2014-08-11,109.0
2014-08-18,72.0
2014-08-25,63.0
2014-09-01,88.0
2014-09-08,43.0
2014-09-15,91.0
2014-09-22,60.0
2014-09-29,138.0
2014-10-06,79.0
2014-10-13,112.0
2014-10-20,118.0
2014-10-27,103.0
2014-11-03,220.0
2014-11-10,300.0
2014-11-17,0.0
2014-11-24,0.0
2014-12-01,143.0
2014-12-08,0.0
2014-12-15,0.0
2014-12-22,0.0
