Tuple,count
"('common', ('India', u'Maharashtra'), '2013-02-11')",2
"('present', ('India', u'Goa'), '2013-01-21')",1
"('result', ('India', u'Chandigarh'), '2013-06-03')",1
"('lack', ('India', u'Orissa'), '2013-07-15')",1
"('new', ('India', u'Uttar Pradesh'), '2013-07-15')",2
"('fall', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('note', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('sheet', ('India', u'Punjab'), '2013-04-08')",1
"('mark', ('India', u'Delhi'), '2013-07-08')",1
"('jankars', ('India', u'Kerala'), '2013-06-03')",1
"('alert', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('shell', ('India', 'Kerala'), '2013-05-13')",1
"('diamond', ('India', u'Delhi'), '2013-07-15')",1
"('confirm', ('India', u'Goa'), '2013-04-01')",1
"('available', ('India', u'Uttaranchal'), '2013-06-24')",1
"('suggest', ('India', u'Maharashtra'), '2013-06-17')",1
"('cold', ('India', u'Chandigarh'), '2013-06-03')",1
"('meal', ('India', u'Bihar'), '2013-07-15')",4
"('odisha', ('India', u'Delhi'), '2013-07-15')",1
"('madam', ('India', u'Bihar'), '2013-05-20')",1
"('rejection', ('India', u'Karnataka'), '2013-07-15')",1
"('provide', ('India', u'Kerala'), '2013-06-03')",2
"('dubai', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('data', ('India', u'Bihar'), '2013-07-15')",1
"('directive', ('India', u'Kerala'), '2013-06-17')",1
"('summon', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('science', ('India', u'Karnataka'), '2013-06-10')",2
"('shell', ('India', u'Goa'), '2013-04-01')",1
"('actual', ('India', u'West Bengal'), '2013-01-21')",1
"('please', ('India', u'Karnataka'), '2013-06-10')",1
"('actor', ('India', u'Karnataka'), '2013-06-17')",1
"('mirror', ('India', u'Maharashtra'), '2013-07-15')",1
"('flow', ('India', u'Orissa'), '2013-07-15')",1
"('else', ('India', u'Chhattisgarh'), '2013-07-15')",2
"('kenchalagudu', ('India', u'Karnataka'), '2013-05-20')",1
"('due', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('strew', ('India', u'Uttaranchal'), '2013-06-24')",1
"('rarely', ('India', u'Karnataka'), '2013-04-22')",1
"('killer', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('reduce', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('former', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('sheik', ('India', u'Kerala'), '2013-05-06')",1
"('report', ('India', u'Punjab'), '2013-06-17')",1
"('certificate', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('smartphone', ('India', u'Karnataka'), '2013-04-22')",1
"('remark', ('India', u'Uttaranchal'), '2013-06-24')",1
"('panelist', ('India', u'Karnataka'), '2013-06-17')",1
"('sure', ('India', u'Maharashtra'), '2013-02-11')",1
"('govt', ('India', u'Punjab'), '2013-01-21')",1
"('claim', ('India', u'West Bengal'), '2013-01-21')",1
"('information', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('boy', ('India', u'Maharashtra'), '2013-07-15')",1
"('property', ('India', u'Karnataka'), '2013-06-24')",1
"('tmc', ('India', u'Bihar'), '2013-07-15')",1
"('body', ('India', u'Bihar'), '2013-07-15')",1
"('old', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('poisonous', ('India', u'Punjab'), '2013-04-08')",1
"('city', ('India', u'Maharashtra'), '2013-07-08')",3
"('network', ('India', u'Gujarat'), '2013-07-15')",1
"('mandarmani', ('India', u'West Bengal'), '2013-01-21')",1
"('fda', ('India', u'Goa'), '2013-06-24')",1
"('rename', ('India', u'Karnataka'), '2013-04-22')",1
"('rupee', ('India', u'Orissa'), '2013-07-15')",1
"('express', ('India', u'Gujarat'), '2013-07-15')",1
"('dirt', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('medical', ('India', u'Kerala'), '2013-06-10')",2
"('net', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('bomb', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('party', ('India', u'Karnataka'), '2013-06-03')",1
"('mid', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('found', ('India', u'Karnataka'), '2013-06-17')",1
"('coal', ('India', u'Karnataka'), '2013-07-01')",1
"('high', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('foot', ('India', u'Madhya Pradesh'), '2013-06-24')",1
"('mamata', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('family', ('India', u'Uttaranchal'), '2013-06-24')",1
"('treatment', ('India', u'Goa'), '2013-06-24')",1
"('together', ('India', u'Delhi'), '2013-07-15')",1
"('magic', ('India', u'Karnataka'), '2013-06-10')",1
"('documentation', ('India', u'Kerala'), '2013-06-17')",1
"('nail', ('India', u'Karnataka'), '2013-06-10')",1
"('hear', ('India', u'Delhi'), '2013-05-20')",1
"('top', ('India', u'Punjab'), '2013-04-08')",1
"('malaria', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('poison', ('India', u'Goa'), '2013-05-27')",1
"('personal', ('India', u'Karnataka'), '2013-07-15')",1
"('run', ('India', u'Karnataka'), '2013-06-10')",2
"('admit', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('salundi', ('India', u'Karnataka'), '2013-06-03')",2
"('punjab', ('India', u'Karnataka'), '2013-06-17')",1
"('deputy', ('India', u'Haryana'), '2013-05-06')",1
"('observe', ('India', u'Kerala'), '2013-06-10')",1
"('chief', ('India', u'Madhya Pradesh'), '2013-07-08')",1
"('problem', ('India', u'Assam'), '2013-07-15')",1
"('boost', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('possible', ('India', u'Kerala'), '2013-05-27')",1
"('aarushi', ('India', u'Delhi'), '2013-07-08')",1
"('resign', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('include', ('India', u'Karnataka'), '2013-06-17')",1
"('skill', ('India', u'Kerala'), '2013-05-06')",1
"('confirmation', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('time', ('India', u'Punjab'), '2013-07-01')",1
"('waterlogging', ('India', u'Punjab'), '2013-07-01')",1
"('high', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('clash', ('India', u'Karnataka'), '2013-04-22')",1
"('approach', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('address', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('probe', ('India', u'Karnataka'), '2013-06-24')",1
"('syndrome', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('respond', ('India', u'Delhi'), '2013-07-15')",1
"('distribute', ('India', u'Karnataka'), '2013-06-10')",1
"('world', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('yesterday', ('India', u'Uttaranchal'), '2013-06-24')",1
"('bilal', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('civic', ('India', u'Maharashtra'), '2013-02-11')",1
"('fountain', ('India', u'Karnataka'), '2013-04-22')",1
"('fully', ('India', u'Orissa'), '2013-07-15')",2
"('shatrughan', ('India', u'Maharashtra'), '2013-04-15')",1
"('waste', ('India', u'Karnataka'), '2013-07-15')",1
"('locality', ('India', u'Orissa'), '2013-06-24')",1
"('ally', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('explain', ('India', u'Orissa'), '2013-07-15')",1
"('bangalore', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('pain', ('India', u'Goa'), '2013-07-15')",1
"('know', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('incidence', ('India', u'Karnataka'), '2013-05-27')",1
"('complain', ('India', u'Orissa'), '2013-07-15')",4
"('midday', ('India', u'Gujarat'), '2013-07-15')",1
"('khan', ('India', u'Karnataka'), '2013-06-10')",1
"('spread', ('India', u'Haryana'), '2013-07-15')",1
"('person', ('India', u'Haryana'), '2013-05-06')",1
"('anopheles', ('India', u'Delhi'), '2013-07-01')",1
"('loss', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('improvement', ('India', u'Delhi'), '2013-07-15')",1
"('guntur', ('India', u'Gujarat'), '2013-06-24')",1
"('engage', ('India', u'Delhi'), '2013-07-08')",1
"('outlook', ('India', u'Delhi'), '2013-07-15')",2
"('terminal', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('book', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('fill', ('India', u'Goa'), '2013-07-15')",1
"('victim', ('India', u'Maharashtra'), '2013-07-01')",1
"('trophy', ('India', u'Karnataka'), '2013-06-17')",3
"('kill', ('India', u'Karnataka'), '2013-07-01')",1
"('research', ('India', u'Maharashtra'), '2013-02-11')",1
"('story', ('India', u'Maharashtra'), '2013-07-01')",1
"('state', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('heathrow', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('resident', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('poisoning', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('keregodu', ('India', u'Karnataka'), '2013-06-24')",1
"('rain', ('India', u'Karnataka'), '2013-06-03')",1
"('catch', ('India', u'Karnataka'), '2013-06-17')",1
"('inciting', ('India', u'Madhya Pradesh'), '2013-07-08')",1
"('become', ('India', u'Punjab'), '2013-04-08')",1
"('crest', ('India', u'Chhattisgarh'), '2013-07-15')",2
"('dekh', ('India', u'Punjab'), '2013-01-21')",1
"('medical', ('India', u'Maharashtra'), '2013-06-10')",1
"('close', ('India', 'Kerala'), '2013-05-13')",1
"('colony', ('India', u'Punjab'), '2013-06-17')",1
"('pick', ('India', u'Haryana'), '2013-05-06')",1
"('delete', ('India', u'Goa'), '2013-06-24')",1
"('india', ('India', u'Delhi'), '2013-07-08')",1
"('nation', ('India', u'Karnataka'), '2013-06-17')",2
"('reply', ('India', u'Bihar'), '2013-07-15')",1
"('obscene', ('India', u'Gujarat'), '2013-06-10')",1
"('execution', ('India', u'Maharashtra'), '2013-02-11')",1
"('rape', ('India', u'Karnataka'), '2013-06-17')",3
"('muslim', ('India', u'Madhya Pradesh'), '2013-07-08')",1
"('remorseful', ('India', u'Karnataka'), '2013-06-10')",1
"('cause', ('India', u'Goa'), '2013-04-01')",1
"('text', ('India', u'Kerala'), '2013-06-17')",2
"('quite', ('India', u'Haryana'), '2013-07-15')",1
"('trial', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('behalf', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('rescue', ('India', u'Karnataka'), '2013-06-10')",1
"('jaipur', ('India', u'Rajasthan'), '2013-04-22')",1
"('advise', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('top', ('India', u'Kerala'), '2013-06-10')",1
"('corporation', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('return', ('India', u'Uttar Pradesh'), '2013-07-15')",2
"('test', ('India', u'Haryana'), '2013-07-15')",2
"('person', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('publish', ('India', u'Maharashtra'), '2013-07-15')",1
"('espn', ('India', u'Bihar'), '2013-07-15')",1
"('notch', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('class', ('India', u'Goa'), '2013-01-21')",1
"('fax', ('India', u'Karnataka'), '2013-06-24')",1
"('inject', ('India', u'Karnataka'), '2013-06-24')",1
"('student', ('India', u'Karnataka'), '2013-05-27')",1
"('fast', ('India', u'Delhi'), '2013-07-15')",1
"('hand', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('iceberg', ('India', u'Maharashtra'), '2013-04-15')",1
"('name', ('India', u'Karnataka'), '2013-04-22')",1
"('panaji', ('India', u'Goa'), '2013-07-15')",3
"('lobby', ('India', u'Karnataka'), '2013-06-10')",1
"('date', ('India', u'Karnataka'), '2013-07-15')",1
"('kilometer', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('laboratory', ('India', u'Maharashtra'), '2013-07-01')",1
"('specific', ('India', u'Delhi'), '2013-07-15')",1
"('dravid', ('India', u'Karnataka'), '2013-07-01')",1
"('food', ('India', u'Goa'), '2013-05-27')",1
"('hatred', ('India', u'Madhya Pradesh'), '2013-07-08')",1
"('team', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('inflation', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('nuke', ('India', u'Orissa'), '2013-04-22')",1
"('interview', ('India', u'Maharashtra'), '2013-02-11')",1
"('accord', ('India', u'Kerala'), '2013-05-13')",2
"('sight', ('India', 'Kerala'), '2013-05-13')",1
"('amarnath', ('India', u'Karnataka'), '2013-07-01')",1
"('official', ('India', u'Delhi'), '2013-07-08')",1
"('opt', ('India', u'Gujarat'), '2013-06-24')",1
"('gajapati', ('India', u'Orissa'), '2013-04-22')",1
"('old', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('program', ('India', u'Punjab'), '2013-07-01')",1
"('turn', ('India', u'Delhi'), '2013-07-15')",2
"('contador', ('India', u'Karnataka'), '2013-06-24')",1
"('winehouse', ('India', u'Karnataka'), '2013-06-17')",1
