Tuple,count
"('common', ('India', u'Maharashtra'), '2013-02-11')",2
"('present', ('India', u'Goa'), '2013-01-21')",1
"('send', ('India', u'Assam'), '2013-08-19')",1
"('address', ('India', u'Maharashtra'), '2013-08-26')",1
"('dhamaal', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('result', ('India', u'Chandigarh'), '2013-06-03')",1
"('illegal', ('India', u'Maharashtra'), '2013-09-02')",1
"('mosquito', ('India', u'Madhya Pradesh'), '2013-08-19')",2
"('appearance', ('India', u'Punjab'), '2013-09-09')",1
"('major', ('India', u'Punjab'), '2013-08-19')",1
"('xxxxxx', ('India', u'Gujarat'), '2013-08-26')",1
"('presidential', ('India', u'Karnataka'), '2013-09-09')",1
"('lack', ('India', u'Orissa'), '2013-07-15')",1
"('agree', ('India', u'Madhya Pradesh'), '2013-09-02')",1
"('every', ('India', u'Orissa'), '2013-09-09')",2
"('crush', ('India', u'Assam'), '2013-07-29')",1
"('new', ('India', u'Uttar Pradesh'), '2013-07-15')",2
"('vellore', ('India', u'Madhya Pradesh'), '2013-07-29')",1
"('post', ('India', u'Karnataka'), '2013-08-12')",1
"('fall', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('note', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('high', ('India', u'Haryana'), '2013-07-22')",3
"('officer', ('India', u'Andhra Pradesh'), '2013-08-12')",1
"('sheet', ('India', u'Punjab'), '2013-04-08')",1
"('form', ('India', u'Delhi'), '2013-07-01')",1
"('carelessness', ('India', u'Uttar Pradesh'), '2013-08-12')",1
"('mark', ('India', u'Delhi'), '2013-07-08')",1
"('jankars', ('India', u'Kerala'), '2013-06-03')",1
"('deadline', ('India', u'Orissa'), '2013-08-26')",1
"('alert', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('shell', ('India', 'Kerala'), '2013-05-13')",1
"('tie', ('India', u'Delhi'), '2013-09-02')",1
"('confirm', ('India', u'Goa'), '2013-04-01')",1
"('available', ('India', u'Uttaranchal'), '2013-06-24')",1
"('victim', ('India', u'Uttar Pradesh'), '2013-08-19')",1
"('examination', ('India', u'Gujarat'), '2013-09-02')",1
"('obscene', ('India', u'Madhya Pradesh'), '2013-07-22')",1
"('suggest', ('India', u'Maharashtra'), '2013-06-17')",1
"('muscle', ('India', u'Assam'), '2013-08-26')",1
"('cold', ('India', u'Chandigarh'), '2013-06-03')",1
"('meal', ('India', u'Bihar'), '2013-07-15')",4
"('odisha', ('India', u'Delhi'), '2013-07-15')",1
"('madam', ('India', u'Bihar'), '2013-05-20')",1
"('administration', ('India', u'Orissa'), '2013-07-29')",1
"('rejection', ('India', u'Karnataka'), '2013-07-15')",1
"('treatment', ('India', u'Punjab'), '2013-08-19')",1
"('provide', ('India', u'Kerala'), '2013-06-03')",2
"('move', ('India', u'Madhya Pradesh'), '2013-08-19')",1
"('outside', ('India', u'Himachal Pradesh'), '2013-08-05')",2
"('dubai', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('data', ('India', u'Bihar'), '2013-07-15')",1
"('continue', ('India', u'Uttar Pradesh'), '2013-08-19')",1
"('day', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('directive', ('India', u'Kerala'), '2013-06-17')",1
"('brad', ('India', u'Karnataka'), '2013-06-10')",1
"('app', ('India', u'Haryana'), '2013-07-22')",1
"('news', ('India', u'Maharashtra'), '2013-09-02')",2
"('treat', ('India', u'Punjab'), '2013-09-09')",2
"('upa', ('India', u'Orissa'), '2013-07-29')",1
"('summon', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('science', ('India', u'Karnataka'), '2013-06-10')",2
"('cook', ('India', u'Bihar'), '2013-07-29')",1
"('shell', ('India', u'Goa'), '2013-04-01')",1
"('actual', ('India', u'West Bengal'), '2013-01-21')",1
"('arrest', ('India', u'Punjab'), '2013-08-12')",1
"('confirmed', ('India', u'Kerala'), '2013-08-19')",1
"('organization', ('India', u'Sikkim'), '2013-09-02')",1
"('symptom', ('India', u'Maharashtra'), '2013-07-29')",1
"('across', ('India', u'Orissa'), '2013-09-02')",1
"('mirror', ('India', u'Maharashtra'), '2013-07-15')",1
"('flow', ('India', u'Orissa'), '2013-07-15')",1
"('assault', ('India', u'Haryana'), '2013-07-22')",1
"('note', ('India', u'Uttar Pradesh'), '2013-08-05')",1
"('else', ('India', u'Chhattisgarh'), '2013-07-15')",2
"('puri', ('India', u'Orissa'), '2013-07-29')",1
"('kenchalagudu', ('India', u'Karnataka'), '2013-05-20')",1
"('due', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('strew', ('India', u'Uttaranchal'), '2013-06-24')",1
"('self', ('India', u'Goa'), '2013-07-22')",1
"('hoist', ('India', u'Andhra Pradesh'), '2013-08-12')",1
"('bad', ('India', u'Himachal Pradesh'), '2013-08-05')",1
"('killer', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('would', ('India', u'Maharashtra'), '2013-05-20')",1
"('chief', ('India', u'Assam'), '2013-09-02')",1
"('death', ('India', u'Assam'), '2013-08-19')",1
"('order', ('India', u'Tamil Nadu'), '2013-08-19')",1
"('drop', ('India', u'Bihar'), '2013-08-26')",1
"('reduce', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('former', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('dhf', ('India', u'Delhi'), '2013-08-26')",1
"('worst', ('India', u'Delhi'), '2013-09-09')",1
"('report', ('India', u'Punjab'), '2013-06-17')",1
"('certificate', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('clueless', ('India', u'Punjab'), '2013-09-09')",1
"('public', ('India', u'Maharashtra'), '2013-07-29')",1
"('smartphone', ('India', u'Karnataka'), '2013-04-22')",1
"('death', ('India', u'Rajasthan'), '2013-04-22')",1
"('tte', ('India', u'Tamil Nadu'), '2013-07-22')",1
"('remark', ('India', u'Uttaranchal'), '2013-06-24')",1
"('panelist', ('India', u'Karnataka'), '2013-06-17')",1
"('outbreak', ('India', u'Maharashtra'), '2013-09-02')",3
"('airtel', ('India', u'Punjab'), '2013-04-08')",1
"('resident', ('India', u'Maharashtra'), '2013-07-29')",1
"('sure', ('India', u'Maharashtra'), '2013-02-11')",1
"('govt', ('India', u'Punjab'), '2013-01-21')",1
"('claim', ('India', u'West Bengal'), '2013-01-21')",1
"('period', ('India', u'Gujarat'), '2013-09-02')",1
"('worker', ('India', u'Madhya Pradesh'), '2013-09-02')",1
"('ipl', ('India', u'Bihar'), '2013-07-29')",1
"('sewage', ('India', u'Delhi'), '2013-08-05')",1
"('bad', ('India', u'Karnataka'), '2013-06-24')",1
"('information', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('boy', ('India', u'Maharashtra'), '2013-07-15')",1
"('track', ('India', u'Karnataka'), '2013-08-19')",1
"('toll', ('India', u'Orissa'), '2013-08-26')",1
"('tmc', ('India', u'Bihar'), '2013-07-15')",1
"('body', ('India', u'Bihar'), '2013-07-15')",1
"('combative', ('India', u'Maharashtra'), '2013-08-26')",1
"('pioneering', ('India', u'Delhi'), '2013-09-09')",1
"('lack', ('India', u'Orissa'), '2013-08-05')",1
"('old', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('hence', ('India', u'Uttar Pradesh'), '2013-08-19')",1
"('constitute', ('India', u'Maharashtra'), '2013-09-09')",1
"('login', ('India', u'Bihar'), '2013-07-15')",1
"('poisonous', ('India', u'Punjab'), '2013-04-08')",1
"('youtube', ('India', u'Bihar'), '2013-09-09')",1
"('city', ('India', u'Maharashtra'), '2013-07-08')",3
"('network', ('India', u'Gujarat'), '2013-07-15')",1
"('kick', ('India', u'Andhra Pradesh'), '2013-08-12')",1
"('mandarmani', ('India', u'West Bengal'), '2013-01-21')",1
"('receive', ('India', u'Madhya Pradesh'), '2013-07-22')",2
"('student', ('India', u'Haryana'), '2013-07-29')",1
"('odisha', ('India', u'Orissa'), '2013-09-02')",2
"('guideline', ('India', u'Uttar Pradesh'), '2013-09-02')",1
"('resident', ('India', u'Tamil Nadu'), '2013-09-09')",1
"('hyderabad', ('India', u'Tamil Nadu'), '2013-09-09')",1
"('august', ('India', u'Delhi'), '2013-08-26')",3
"('kadri', ('India', u'Karnataka'), '2013-08-19')",1
"('rename', ('India', u'Karnataka'), '2013-04-22')",1
"('mobility', ('India', u'Madhya Pradesh'), '2013-08-19')",1
"('jadhav', ('India', u'Maharashtra'), '2013-08-12')",1
"('get', ('India', u'Maharashtra'), '2013-09-02')",1
"('head', ('India', u'Maharashtra'), '2013-08-12')",1
"('april', ('India', u'Haryana'), '2013-05-06')",1
"('maintain', ('India', u'Delhi'), '2013-09-09')",3
"('site', ('India', u'Maharashtra'), '2013-07-22')",1
"('dirt', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('medical', ('India', u'Kerala'), '2013-06-10')",2
"('tuesday', ('India', u'Himachal Pradesh'), '2013-08-05')",1
"('net', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('bomb', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('party', ('India', u'Karnataka'), '2013-06-03')",1
"('mid', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('found', ('India', u'Karnataka'), '2013-06-17')",1
"('monica', ('India', u'Andhra Pradesh'), '2013-08-12')",1
"('coal', ('India', u'Karnataka'), '2013-07-01')",1
"('secondary', ('India', u'Goa'), '2013-07-22')",1
"('test', ('India', u'Madhya Pradesh'), '2013-08-26')",1
"('zone', ('India', u'Delhi'), '2013-08-26')",2
"('mirror', ('India', u'Jharkhand'), '2013-07-22')",1
"('foot', ('India', u'Madhya Pradesh'), '2013-06-24')",1
"('degree', ('India', u'Delhi'), '2013-09-02')",2
"('victim', ('India', u'Gujarat'), '2013-08-05')",1
"('temperature', ('India', u'Madhya Pradesh'), '2013-07-29')",1
"('country', ('India', u'Uttar Pradesh'), '2013-09-09')",2
"('mamata', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('protest', ('India', u'Haryana'), '2013-07-22')",1
"('record', ('India', u'Kerala'), '2013-08-19')",1
"('family', ('India', u'Uttaranchal'), '2013-06-24')",1
"('sexual', ('India', u'Orissa'), '2013-08-26')",1
"('site', ('India', u'Kerala'), '2013-09-02')",1
"('treatment', ('India', u'Goa'), '2013-06-24')",1
"('provide', ('India', u'Punjab'), '2013-09-09')",2
"('lllp', ('India', u'Chhattisgarh'), '2013-09-02')",1
"('chennai', ('India', u'Madhya Pradesh'), '2013-08-19')",1
"('element', ('India', u'Uttar Pradesh'), '2013-09-02')",1
"('together', ('India', u'Delhi'), '2013-07-15')",1
"('lock', ('India', u'Madhya Pradesh'), '2013-07-22')",1
"('call', ('India', u'Karnataka'), '2013-08-12')",1
"('documentation', ('India', u'Kerala'), '2013-06-17')",1
"('alive', ('India', u'Andhra Pradesh'), '2013-08-12')",1
"('flying', ('India', u'Chhattisgarh'), '2013-09-02')",1
"('hear', ('India', u'Delhi'), '2013-05-20')",1
"('top', ('India', u'Punjab'), '2013-04-08')",1
"('northeast', ('India', u'Uttar Pradesh'), '2013-08-05')",1
"('offer', ('India', u'Andhra Pradesh'), '2013-08-12')",1
"('malaria', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('guaranteed', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('poison', ('India', u'Goa'), '2013-05-27')",1
"('diamond', ('India', u'Delhi'), '2013-07-15')",1
"('personal', ('India', u'Karnataka'), '2013-07-15')",1
"('waterlogging', ('India', u'Maharashtra'), '2013-08-12')",1
"('run', ('India', u'Karnataka'), '2013-06-10')",2
"('admit', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('salundi', ('India', u'Karnataka'), '2013-06-03')",2
"('punjab', ('India', u'Karnataka'), '2013-06-17')",1
"('bed', ('India', u'Kerala'), '2013-05-27')",1
"('village', ('India', u'Karnataka'), '2013-06-17')",1
"('deputy', ('India', u'Haryana'), '2013-05-06')",1
"('pornographic', ('India', u'Haryana'), '2013-09-09')",1
"('would', ('India', u'Delhi'), '2013-09-09')",2
"('observe', ('India', u'Kerala'), '2013-06-10')",1
"('need', ('India', u'Maharashtra'), '2013-07-15')",1
"('area', ('India', u'Madhya Pradesh'), '2013-08-05')",2
"('chief', ('India', u'Madhya Pradesh'), '2013-07-08')",1
"('problem', ('India', u'Assam'), '2013-07-15')",1
"('tulsi', ('India', u'Orissa'), '2013-09-02')",1
"('boost', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('tertiary', ('India', u'Kerala'), '2013-08-19')",1
"('possible', ('India', u'Kerala'), '2013-05-27')",1
"('probe', ('India', u'Rajasthan'), '2013-08-19')",1
"('express', ('India', u'Andhra Pradesh'), '2013-08-19')",1
"('aarushi', ('India', u'Delhi'), '2013-07-08')",1
"('shopkeeper', ('India', u'Punjab'), '2013-06-10')",1
"('burst', ('India', u'Haryana'), '2013-07-29')",1
"('include', ('India', u'Karnataka'), '2013-06-17')",1
